ID,Updated_DttM,importID,LoadNo,OpsOrg,RoutePrefix,RouteID,RouteVer,Load_Status,Stop_Status,LoadSessionNo,Scac,Mode,Trailer1,Trailer2,PlanArrivalTime,PlanDepartTime,ScheduleArrivalTime,ScheduleDepartTime,ActualArrivalTime,ActualDepartTime,LastPingTime,Location,AcctActorID,AcctID
12573,2026-03-16 10:45:40.760,26416,53228841,GMOps,GM-USA-18008,ARC210LBY,01-2,Proposed,Inactive,5541137,SYFN,TL,NULL,NULL,2026-03-20 02:05:00.000,2026-03-20 04:35:00.000,2026-03-20 02:05:00.000,2026-03-20 04:35:00.000,NULL,NULL,NULL,"Universal Logistics, Grand Prairie, TX",NULL,NULL
12511,2026-03-16 10:45:40.760,26354,53228118,GMOps,GM-USA-18008,ARM223A,03-2,Proposed,Inactive,4579117,LGSI,TL,NULL,NULL,2026-03-20 02:00:00.000,2026-03-20 03:00:00.000,2026-03-20 02:00:00.000,2026-03-20 03:00:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008-FFF,18008-FFF
12398,2026-03-16 10:45:40.760,26241,53225744,ReturnOpsGM,GM-RACK-18008,ARM195AAR,01-2,Proposed,Inactive,5762781,SYFN,TL,NULL,NULL,2026-03-20 02:00:00.000,2026-03-20 03:00:00.000,2026-03-20 02:00:00.000,2026-03-20 03:00:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008-BE,18008-BE
12308,2026-03-16 10:45:40.760,26151,53223965,GMOps,GM-USA-18008,ARM155A,02-3,Proposed,Inactive,3671699,MRLC,TL,NULL,NULL,2026-03-20 02:00:00.000,2026-03-20 03:00:00.000,2026-03-20 02:00:00.000,2026-03-20 03:00:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008-BE,18008-BE
12109,2026-03-16 10:45:40.760,25952,53221274,GMOps,GM-USA-18008,ARM320L,01-2,Approved,Inactive,3513284,ZZZZ,UPL,NULL,NULL,2026-03-20 02:00:00.000,2026-03-20 03:00:00.000,2026-03-20 02:00:00.000,2026-03-20 03:00:00.000,NULL,NULL,NULL,"Universal Logistics, Grand Prairie, TX",NULL,NULL
12088,2026-03-16 10:45:40.760,25931,53221234,GMOps,GM-USA-18008,ARM195AA,01-3,Proposed,Inactive,3401799,SYFN,TL,NULL,NULL,2026-03-20 02:00:00.000,2026-03-20 03:00:00.000,2026-03-20 02:00:00.000,2026-03-20 03:00:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008-BE,18008-BE
12021,2026-03-16 10:45:40.760,25864,53219584,Mexico GM,GM-MEX-18008,ARM941AU,02-2,Proposed,Inactive,3371611,PAMT,TL,180462,NULL,2026-03-20 02:00:00.000,2026-03-20 03:00:00.000,2026-03-20 02:00:00.000,2026-03-20 03:00:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008-FFF,18008-FFF
11921,2026-03-16 10:45:40.760,25764,53217815,Mexico GM,GM-MEX-18008,ARM962V,01-6,Active,Pending,5369981,TMAQ,TL,13401,NULL,2026-03-20 02:00:00.000,2026-03-20 04:30:00.000,2026-03-20 02:00:00.000,2026-03-20 04:30:00.000,NULL,NULL,NULL,"Avancez-VAA, Arlington, TX",NULL,NULL
11926,2026-03-16 10:45:40.760,25769,53217959,GMOps,GM-USA-18008,ARG632A,01-4,Approved,Inactive,5188738,SYFN,MR,NULL,NULL,2026-03-20 02:00:00.000,2026-03-20 03:00:00.000,2026-03-20 02:00:00.000,2026-03-20 03:00:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008-BE,18008-BE
11600,2026-03-16 10:45:40.760,25443,53213091,Mexico GM,GM-MEX-18008,ARM775AU,01-2,Proposed,Inactive,3764336,PAMT,TL,180738,NULL,2026-03-20 02:00:00.000,2026-03-20 03:00:00.000,2026-03-20 02:00:00.000,2026-03-20 03:00:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008-FFF,18008-FFF
10898,2026-03-16 10:45:40.760,24759,53172786,GMOps,GM-IML-18008,ARN655VAY,01-4,Active,Pending,3364956,APAD,ITL,636248,,2026-03-20 02:00:00.000,2026-03-20 03:00:00.000,2026-03-20 02:00:00.000,2026-03-20 03:00:00.000,NULL,NULL,2026-03-15 22:28:38.000,"Avancez-VAA, Arlington, TX",NULL,NULL
12919,2026-03-16 10:45:40.760,26762,53233445,GMOps,GM-USA-18008,ARM162A,08-2,Proposed,Inactive,3443510,LGSI,TL,NULL,NULL,2026-03-20 02:00:00.000,2026-03-20 03:00:00.000,2026-03-20 02:00:00.000,2026-03-20 03:00:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008-BE,18008-BE
11618,2026-03-16 10:45:40.760,25461,53214493,Mexico GM,GM-MEX-18008,ARM940AU,04-3,Proposed,Inactive,5375013,PAMT,TL,NULL,NULL,2026-03-20 01:45:00.000,2026-03-20 02:15:00.000,2026-03-20 01:45:00.000,2026-03-20 02:15:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008-EEE,18008-EEE
11896,2026-03-16 10:45:40.760,25739,53217548,GMOps,GM-USA-18008,ARM890L,02-4,Approved,Inactive,3364965,AUBA,TL,NULL,NULL,2026-03-20 01:45:00.000,2026-03-20 02:45:00.000,2026-03-20 01:45:00.000,2026-03-20 02:45:00.000,NULL,NULL,NULL,"Universal Logistics, Grand Prairie, TX",NULL,NULL
13100,2026-03-16 10:45:40.760,26943,53234962,GMOps,GM-USA-18008,ARS180A,11-2,Proposed,Inactive,4044105,ZZZZ,CTL,NULL,NULL,2026-03-20 01:30:00.000,2026-03-20 02:30:00.000,2026-03-20 01:30:00.000,2026-03-20 02:30:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008,18008
12725,2026-03-16 10:45:40.760,26568,53229687,GMOps,GM-USA-18008,ARM225LA,07-2,Proposed,Inactive,3765702,BLXW,TL,NULL,NULL,2026-03-20 01:25:00.000,2026-03-20 02:25:00.000,2026-03-20 01:25:00.000,2026-03-20 02:25:00.000,NULL,NULL,NULL,"Universal Logistics, Grand Prairie, TX",NULL,NULL
12509,2026-03-16 10:45:40.760,26352,53228112,GMOps,GM-USA-18008,ARM225LC,02-2,Proposed,Inactive,4543793,BLXW,TL,NULL,NULL,2026-03-20 01:25:00.000,2026-03-20 02:25:00.000,2026-03-20 01:25:00.000,2026-03-20 02:25:00.000,NULL,NULL,NULL,"Universal Logistics, Grand Prairie, TX",NULL,NULL
12091,2026-03-16 10:45:40.760,25934,53221237,GMOps,GM-USA-18008,ARM450VA,02-2,Proposed,Inactive,3401806,EVRP,TL,NULL,NULL,2026-03-20 01:15:00.000,2026-03-20 02:15:00.000,2026-03-20 01:15:00.000,2026-03-20 02:15:00.000,NULL,NULL,NULL,"Avancez-VAA, Arlington, TX",NULL,NULL
11730,2026-03-16 10:45:40.760,25573,53216545,GMOps,GM-USA-18008,ARM811A,01-3,Active,Pending,4439083,EVRP,TL,NULL,NULL,2026-03-20 01:15:00.000,2026-03-20 02:15:00.000,2026-03-20 01:15:00.000,2026-03-20 02:15:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008-F1,18008-F1
11508,2026-03-16 10:45:40.760,25351,53212443,GMOps,GM-IML-18008,ARN605V,02-5,Active,Pending,4416345,LLCG,ITL,NULL,NULL,2026-03-20 01:15:00.000,2026-03-20 02:15:00.000,2026-03-20 01:15:00.000,2026-03-20 02:15:00.000,NULL,NULL,NULL,"Avancez-VAA, Arlington, TX",NULL,NULL
11238,2026-03-16 10:45:40.760,25081,53209628,Mexico GM,GM-MEX-18008,ARM765VAU,02-3,Cancelled,Cancelled,3371313,PAMT,TL,NULL,NULL,2026-03-20 01:00:00.000,2026-03-20 02:00:00.000,2026-03-20 01:00:00.000,2026-03-20 02:00:00.000,NULL,NULL,2026-03-15 03:55:07.000,"Avancez-VAA, Arlington, TX",NULL,NULL
13112,2026-03-16 10:45:40.760,26955,53235012,GMOps,GM-USA-18008,ARM115A,04-2,Proposed,Inactive,3845571,LGSI,TL,NULL,NULL,2026-03-20 01:00:00.000,2026-03-20 02:00:00.000,2026-03-20 01:00:00.000,2026-03-20 02:00:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008-BN,18008-BN
13474,2026-03-16 10:45:40.760,27317,53270686,GMOps,GM-USA-18008,ARM600B,87-2,Approved,Inactive,NULL,MOSR,TL,,,2026-03-20 01:00:00.000,2026-03-20 02:00:00.000,2026-03-20 01:00:00.000,2026-03-20 02:00:00.000,NULL,NULL,2026-03-13 13:33:59.000,"GMVM Arlington Asm, Arlington, TX",18008-BW,18008-BW
13044,2026-03-16 10:45:40.760,26887,53234248,GMOps,GM-USA-18008,ARM162A,12-2,Proposed,Inactive,5375771,LGSI,TL,NULL,NULL,2026-03-20 00:45:00.000,2026-03-20 01:45:00.000,2026-03-20 00:45:00.000,2026-03-20 01:45:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008-BE,18008-BE
11246,2026-03-16 10:45:40.760,25089,53209636,Mexico GM,GM-MEX-18008,ARM705AAU,02-3,Cancelled,Cancelled,3371606,PAMT,TL,NULL,NULL,2026-03-20 00:45:00.000,2026-03-20 01:45:00.000,2026-03-20 00:45:00.000,2026-03-20 01:45:00.000,NULL,NULL,2026-03-15 03:58:44.000,"GMVM Arlington Asm, Arlington, TX",18008-FFF,18008-FFF
11258,2026-03-16 10:45:40.760,25101,53209651,Mexico GM,GM-MEX-18008,ARM785VAU,02-2,Proposed,Inactive,3671652,PAMT,TL,161711,NULL,2026-03-20 00:45:00.000,2026-03-20 01:45:00.000,2026-03-20 00:45:00.000,2026-03-20 01:45:00.000,NULL,NULL,NULL,"Avancez-VAA, Arlington, TX",NULL,NULL
11408,2026-03-16 10:45:40.760,25251,53210450,GMOps,GM-IML-18008,ARD310D,01-3,Active,Pending,3364888,APAD,ITL,888043,,2026-03-20 00:45:00.000,2026-03-20 02:15:00.000,2026-03-20 00:45:00.000,2026-03-20 02:15:00.000,NULL,NULL,2026-03-16 09:00:43.000,"Avancez-VAA, Arlington, TX",NULL,NULL
11409,2026-03-16 10:45:40.760,25251,53210450,GMOps,GM-IML-18008,ARD310D,01-3,Active,Pending,3364888,APAD,ITL,888043,,2026-03-20 00:45:00.000,2026-03-20 02:15:00.000,2026-03-20 00:45:00.000,2026-03-20 02:15:00.000,NULL,NULL,2026-03-16 09:00:43.000,"Avancez-VAA, Arlington, TX",NULL,NULL
11763,2026-03-16 10:45:40.760,25606,53216819,GMOps,GM-USA-18008,ARM825A,02-4,Approved,Inactive,3671706,AUBA,TL,NULL,NULL,2026-03-20 00:45:00.000,2026-03-20 01:45:00.000,2026-03-20 00:45:00.000,2026-03-20 01:45:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008-FFF,18008-FFF
11782,2026-03-16 10:45:40.760,25625,53216866,GMOps,GM-USA-18008,ARG820L,01-5,Active,Pending,4119359,EVRP,MR,NULL,NULL,2026-03-20 00:45:00.000,2026-03-20 01:45:00.000,2026-03-20 00:45:00.000,2026-03-20 01:45:00.000,NULL,NULL,NULL,"Universal Logistics, Grand Prairie, TX",NULL,NULL
12005,2026-03-16 10:45:40.760,25848,53219546,ReturnOpsGM,GM-RACK-18008,ARM660AR,02-2,Proposed,Inactive,5684421,EVRP,TL,NULL,NULL,2026-03-20 00:45:00.000,2026-03-20 01:45:00.000,2026-03-20 00:45:00.000,2026-03-20 01:45:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008-EEE,18008-EEE
11837,2026-03-16 10:45:40.760,25680,53217187,GMOps,GM-USA-18008,ARM320F,04-3,Approved,Inactive,3490667,MOSR,TL,NULL,NULL,2026-03-20 00:45:00.000,2026-03-20 01:45:00.000,2026-03-20 00:45:00.000,2026-03-20 01:45:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008-FFF,18008-FFF
11894,2026-03-16 10:45:40.760,25737,53217546,GMOps,GM-USA-18008,ARM660A,02-3,Approved,Inactive,3364959,EVRP,TL,NULL,NULL,2026-03-20 00:45:00.000,2026-03-20 01:45:00.000,2026-03-20 00:45:00.000,2026-03-20 01:45:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008-EEE,18008-EEE
12426,2026-03-16 10:45:40.760,26269,53226441,ReturnOpsGM,GM-RACK-18008,ARM190AR,02-2,Proposed,Inactive,5685613,ULSV,TL,NULL,NULL,2026-03-20 00:45:00.000,2026-03-20 01:45:00.000,2026-03-20 00:45:00.000,2026-03-20 01:45:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008-BE,18008-BE
12231,2026-03-16 10:45:40.760,26074,53222343,GMOps,GM-USA-18008,ARM190A,02-3,Proposed,Inactive,3364903,ULSV,TL,NULL,NULL,2026-03-20 00:45:00.000,2026-03-20 01:45:00.000,2026-03-20 00:45:00.000,2026-03-20 01:45:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008-BE,18008-BE
12131,2026-03-16 10:45:40.760,25974,53221497,GMOps,GM-USA-18008,ARG106L,01-3,Approved,Inactive,5360771,ITSB,MR,NULL,NULL,2026-03-20 00:20:00.000,2026-03-20 01:20:00.000,2026-03-20 00:20:00.000,2026-03-20 01:20:00.000,NULL,NULL,NULL,"Universal Logistics, Grand Prairie, TX",NULL,NULL
12188,2026-03-16 10:45:40.760,26031,53221840,GMOps,GM-USA-18008,ARM617L,04-2,Approved,Inactive,3490548,SYFN,TL,NULL,NULL,2026-03-20 00:00:00.000,2026-03-20 01:00:00.000,2026-03-20 00:00:00.000,2026-03-20 01:00:00.000,NULL,NULL,NULL,"Universal Logistics, Grand Prairie, TX",NULL,NULL
12266,2026-03-16 10:45:40.760,26109,53223597,GMOps,GM-USA-18008,ARM101A,02-3,Proposed,Inactive,4377358,ULSV,TL,NULL,NULL,2026-03-20 00:00:00.000,2026-03-20 01:15:00.000,2026-03-20 00:00:00.000,2026-03-20 01:15:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008-F1,18008-F1
11819,2026-03-16 10:45:40.760,25662,53217156,GMOps,GM-USA-18008,ARM661V,04-2,Approved,Inactive,3401814,SYFN,TL,NULL,NULL,2026-03-20 00:00:00.000,2026-03-20 01:15:00.000,2026-03-20 00:00:00.000,2026-03-20 01:15:00.000,NULL,NULL,NULL,"Avancez-VAA, Arlington, TX",NULL,NULL
11627,2026-03-16 10:45:40.760,25470,53214662,Mexico GM,GM-MEX-18008,ARM778LU,01-2,Proposed,Inactive,5473529,GWYP,TL,P5210750,NULL,2026-03-20 00:00:00.000,2026-03-20 01:00:00.000,2026-03-20 00:00:00.000,2026-03-20 01:00:00.000,NULL,NULL,NULL,"Universal Logistics, Grand Prairie, TX",NULL,NULL
11596,2026-03-16 10:45:40.760,25439,53213021,Mexico GM,GM-MEX-18008,ARM798VU,04-2,Proposed,Inactive,3371602,PAMT,TL,261704,NULL,2026-03-20 00:00:00.000,2026-03-20 01:15:00.000,2026-03-20 00:00:00.000,2026-03-20 01:15:00.000,NULL,NULL,NULL,"Avancez-VAA, Arlington, TX",NULL,NULL
12694,2026-03-16 10:45:40.760,26537,53229475,GMOps,GM-USA-18008,ARM260L,02-3,Proposed,Inactive,3401801,SYFN,TL,NULL,NULL,2026-03-20 00:00:00.000,2026-03-20 01:00:00.000,2026-03-20 00:00:00.000,2026-03-20 01:00:00.000,NULL,NULL,NULL,"Universal Logistics, Grand Prairie, TX",NULL,NULL
12143,2026-03-16 10:45:40.760,25986,53221618,GMOps,GM-USA-18008,ARC110L,01-2,Proposed,Inactive,3364883,ULSV,TL,NULL,NULL,2026-03-19 23:40:00.000,2026-03-20 01:40:00.000,2026-03-19 23:40:00.000,2026-03-20 01:40:00.000,NULL,NULL,NULL,"Universal Logistics, Grand Prairie, TX",NULL,NULL
12153,2026-03-16 10:45:40.760,25996,53221627,GMOps,GM-USA-18008,ARM540VA,02-2,Proposed,Inactive,3364941,LRGR,TL,NULL,NULL,2026-03-19 23:30:00.000,2026-03-20 00:30:00.000,2026-03-19 23:30:00.000,2026-03-20 00:30:00.000,NULL,NULL,NULL,"Avancez-VAA, Arlington, TX",NULL,NULL
12156,2026-03-16 10:45:40.760,25999,53221630,GMOps,GM-USA-18008,ARM560A,03-3,Proposed,Inactive,3364944,LOAA,TL,NULL,NULL,2026-03-19 23:30:00.000,2026-03-20 00:30:00.000,2026-03-19 23:30:00.000,2026-03-20 00:30:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008-EEE,18008-EEE
12556,2026-03-16 10:45:40.760,26399,53228744,GMOps,GM-USA-18008,ARS180A,10-2,Proposed,Inactive,4044104,ZZZZ,CTL,NULL,NULL,2026-03-19 23:30:00.000,2026-03-20 00:30:00.000,2026-03-19 23:30:00.000,2026-03-20 00:30:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008,18008
11975,2026-03-16 10:45:40.760,25818,53218701,Mexico GM,GM-MEX-18008,ARM988AU,04-2,Proposed,Inactive,3371546,HLGI,TL,NULL,NULL,2026-03-19 23:30:00.000,2026-03-20 00:30:00.000,2026-03-19 23:30:00.000,2026-03-20 00:30:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008-BE,18008-BE
11230,2026-03-16 10:45:40.760,25073,53209621,Mexico GM,GM-MEX-18008,ARM762AAU,01-2,Cancelled,Cancelled,3365359,PAMT,TL,NULL,NULL,2026-03-19 23:30:00.000,2026-03-20 00:30:00.000,2026-03-19 23:30:00.000,2026-03-20 00:30:00.000,NULL,NULL,2026-03-15 03:57:11.000,"GMVM Arlington Asm, Arlington, TX",18008-FFF,18008-FFF
12708,2026-03-16 10:45:40.760,26551,53229650,GMOps,GM-USA-18008,ARM162A,07-2,Proposed,Inactive,3443509,LGSI,TL,NULL,NULL,2026-03-19 23:30:00.000,2026-03-20 00:30:00.000,2026-03-19 23:30:00.000,2026-03-20 00:30:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008-BE,18008-BE
11404,2026-03-16 10:45:40.760,25247,53210436,GMOps,GM-IML-18008,ARN310LC,04-4,Active,Pending,5915542,APAD,ITL,,,2026-03-19 23:20:00.000,2026-03-20 00:20:00.000,2026-03-19 23:20:00.000,2026-03-20 00:20:00.000,NULL,NULL,2026-03-16 06:50:23.000,"Universal Logistics, Grand Prairie, TX",NULL,NULL
10878,2026-03-16 10:45:40.760,24739,53172342,GMOps,GM-IML-18008,ARN310LC,03-4,Active,Pending,5548225,APAD,ITL,268805,,2026-03-19 23:20:00.000,2026-03-20 00:20:00.000,2026-03-19 23:20:00.000,2026-03-20 00:20:00.000,NULL,NULL,2026-03-14 20:01:33.000,"Universal Logistics, Grand Prairie, TX",NULL,NULL
12141,2026-03-16 10:45:40.760,25984,53221617,GMOps,GM-USA-18008,ARC110DA,01-2,Proposed,Inactive,3364881,PAMT,TL,NULL,NULL,2026-03-19 23:20:00.000,2026-03-20 01:20:00.000,2026-03-19 23:20:00.000,2026-03-20 01:20:00.000,NULL,NULL,NULL,"Universal Logistics, Grand Prairie, TX",NULL,NULL
12142,2026-03-16 10:45:40.760,25984,53221617,GMOps,GM-USA-18008,ARC110DA,01-2,Proposed,Inactive,3364881,PAMT,TL,NULL,NULL,2026-03-19 23:20:00.000,2026-03-20 01:20:00.000,2026-03-19 23:20:00.000,2026-03-20 01:20:00.000,NULL,NULL,NULL,"Universal Logistics, Grand Prairie, TX",NULL,NULL
12206,2026-03-16 10:45:40.760,26049,53221879,GMOps,GM-USA-18008,ARG570LY,01-3,Proposed,Inactive,3412826,ELOI,MR,NULL,NULL,2026-03-19 23:20:00.000,2026-03-20 00:20:00.000,2026-03-19 23:20:00.000,2026-03-20 00:20:00.000,NULL,NULL,NULL,"Universal Logistics, Grand Prairie, TX",NULL,NULL
12331,2026-03-16 10:45:40.760,26174,53224018,GMOps,GM-USA-18008,ARM130V,02-2,Proposed,Inactive,4096236,SYFN,TL,NULL,NULL,2026-03-19 23:01:00.000,2026-03-20 00:00:00.000,2026-03-19 23:01:00.000,2026-03-20 00:00:00.000,NULL,NULL,NULL,"Avancez-VAA, Arlington, TX",NULL,NULL
12077,2026-03-16 10:45:40.760,25920,53221198,GMOps,GM-USA-18008,ARM530LAY,02-2,Proposed,Inactive,3374206,XPOL,TL,NULL,NULL,2026-03-19 23:01:00.000,2026-03-20 00:00:00.000,2026-03-19 23:01:00.000,2026-03-20 00:00:00.000,NULL,NULL,NULL,"Universal Logistics, Grand Prairie, TX",NULL,NULL
12045,2026-03-16 10:45:40.760,25888,53220694,Mexico GM,GM-MEX-18008,ARM978VU,02-2,Proposed,Inactive,5372280,PAMT,TL,180003,NULL,2026-03-19 23:01:00.000,2026-03-20 01:15:00.000,2026-03-19 23:01:00.000,2026-03-20 01:15:00.000,NULL,NULL,NULL,"Avancez-VAA, Arlington, TX",NULL,NULL
11450,2026-03-16 10:45:40.760,25293,53211592,GMOps,GM-USA-18008,ARM811A,12-3,Active,Pending,5734902,EVRP,TL,NULL,NULL,2026-03-19 23:01:00.000,2026-03-20 00:00:00.000,2026-03-19 23:01:00.000,2026-03-20 00:00:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008-F1,18008-F1
11252,2026-03-16 10:45:40.760,25095,53209642,Mexico GM,GM-MEX-18008,ARM725LU,01-2,Proposed,Inactive,3398217,PAMT,TL,170122,NULL,2026-03-19 23:01:00.000,2026-03-20 00:00:00.000,2026-03-19 23:01:00.000,2026-03-20 00:00:00.000,NULL,NULL,NULL,"Universal Logistics, Grand Prairie, TX",NULL,NULL
11281,2026-03-16 10:45:40.760,25124,53209780,Mexico GM,GM-MEX-18008,ARM720VYU,01-3,Proposed,Inactive,5844673,PAMT,TL,161598,NULL,2026-03-19 22:59:00.000,2026-03-20 00:00:00.000,2026-03-19 22:59:00.000,2026-03-20 00:00:00.000,NULL,NULL,NULL,"Avancez-VAA, Arlington, TX",NULL,NULL
11960,2026-03-16 10:45:40.760,25803,53218352,GMOps,GM-USA-18008,ARM870L,04-4,Approved,Inactive,4781558,AUBA,TL,NULL,NULL,2026-03-19 22:59:00.000,2026-03-20 00:00:00.000,2026-03-19 22:59:00.000,2026-03-20 00:00:00.000,NULL,NULL,NULL,"Universal Logistics, Grand Prairie, TX",NULL,NULL
11942,2026-03-16 10:45:40.760,25785,53218164,GMOps,GM-USA-18008,ARM160L,01-2,Approved,Inactive,3374140,SYFN,TL,NULL,NULL,2026-03-19 22:40:00.000,2026-03-19 23:40:00.000,2026-03-19 22:40:00.000,2026-03-19 23:40:00.000,NULL,NULL,NULL,"Universal Logistics, Grand Prairie, TX",NULL,NULL
11361,2026-03-16 10:45:40.760,25204,53210126,Mexico GM,GM-MEX-18008,ARG715L,01-7,Active,Pending,5369948,TMAQ,MR,PENDING,,2026-03-19 22:40:00.000,2026-03-19 23:40:00.000,2026-03-19 22:40:00.000,2026-03-19 23:40:00.000,NULL,NULL,NULL,"Universal Logistics, Grand Prairie, TX",NULL,NULL
11250,2026-03-16 10:45:40.760,25093,53209640,Mexico GM,GM-MEX-18008,ARM725AU,01-2,Cancelled,Cancelled,3396746,PAMT,TL,261990,NULL,2026-03-19 22:30:00.000,2026-03-19 23:30:00.000,2026-03-19 22:30:00.000,2026-03-19 23:30:00.000,NULL,NULL,2026-03-15 05:12:48.000,"GMVM Arlington Asm, Arlington, TX",18008-AAA,18008-AAA
11990,2026-03-16 10:45:40.760,25833,53219205,ReturnOpsGM,GM-RACK-18008,ARM135AR,01-2,Proposed,Inactive,5699738,SYFN,TL,NULL,NULL,2026-03-19 22:30:00.000,2026-03-19 23:30:00.000,2026-03-19 22:30:00.000,2026-03-19 23:30:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008-EEE,18008-EEE
11797,2026-03-16 10:45:40.760,25640,53217100,GMOps,GM-USA-18008,ARM135A,01-3,Approved,Inactive,3831503,SYFN,TL,NULL,NULL,2026-03-19 22:30:00.000,2026-03-19 23:30:00.000,2026-03-19 22:30:00.000,2026-03-19 23:30:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008-EEE,18008-EEE
12343,2026-03-16 10:45:40.760,26186,53224054,GMOps,GM-USA-18008,ARM000A,03-2,Proposed,Inactive,5448330,ABFQ,TL,NULL,NULL,2026-03-19 22:30:00.000,2026-03-20 23:30:00.000,2026-03-19 22:30:00.000,2026-03-20 23:30:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008-BE,18008-BE
12125,2026-03-16 10:45:40.760,25968,53221460,GMOps,GM-USA-18008,ARM530LBY,03-2,Proposed,Inactive,4518920,XPOL,TL,NULL,NULL,2026-03-19 22:20:00.000,2026-03-19 23:20:00.000,2026-03-19 22:20:00.000,2026-03-19 23:20:00.000,NULL,NULL,NULL,"Universal Logistics, Grand Prairie, TX",NULL,NULL
11756,2026-03-16 10:45:40.760,25599,53216812,GMOps,GM-USA-18008,ARM870L,02-4,Approved,Inactive,3671660,AUBA,TL,NULL,NULL,2026-03-19 22:20:00.000,2026-03-19 23:20:00.000,2026-03-19 22:20:00.000,2026-03-19 23:20:00.000,NULL,NULL,NULL,"Universal Logistics, Grand Prairie, TX",NULL,NULL
11651,2026-03-16 10:45:40.760,25494,53214969,Mexico GM,GM-MEX-18008,ARM990AYU,01-2,Proposed,Inactive,5355374,PAMT,TL,180184,NULL,2026-03-19 22:15:00.000,2026-03-20 00:15:00.000,2026-03-19 22:15:00.000,2026-03-20 00:15:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008-FFF,18008-FFF
11983,2026-03-16 10:45:40.760,25826,53218767,Mexico GM,GM-MEX-18008,ARM972VU,02-2,Proposed,Inactive,5355383,PAMT,TL,NULL,NULL,2026-03-19 22:15:00.000,2026-03-19 23:15:00.000,2026-03-19 22:15:00.000,2026-03-19 23:15:00.000,NULL,NULL,NULL,"Avancez-VAA, Arlington, TX",NULL,NULL
12149,2026-03-16 10:45:40.760,25992,53221623,GMOps,GM-USA-18008,ARM480A,02-3,Proposed,Inactive,3364934,MRLC,TL,NULL,NULL,2026-03-19 22:15:00.000,2026-03-19 23:25:00.000,2026-03-19 22:15:00.000,2026-03-19 23:25:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008-FFF,18008-FFF
12147,2026-03-16 10:45:40.760,25990,53221621,GMOps,GM-USA-18008,ARM450VY,01-2,Proposed,Inactive,3364932,SYFN,TL,NULL,NULL,2026-03-19 22:00:00.000,2026-03-19 22:59:00.000,2026-03-19 22:00:00.000,2026-03-19 22:59:00.000,NULL,NULL,NULL,"Avancez-VAA, Arlington, TX",NULL,NULL
12510,2026-03-16 10:45:40.760,26353,53228115,GMOps,GM-USA-18008,ARM162A,11-2,Proposed,Inactive,4563221,LGSI,TL,NULL,NULL,2026-03-19 22:00:00.000,2026-03-19 22:59:00.000,2026-03-19 22:00:00.000,2026-03-19 22:59:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008-BE,18008-BE
11617,2026-03-16 10:45:40.760,25460,53214492,Mexico GM,GM-MEX-18008,ARM940AU,03-3,Proposed,Inactive,5375012,PAMT,TL,NULL,NULL,2026-03-19 22:00:00.000,2026-03-19 22:30:00.000,2026-03-19 22:00:00.000,2026-03-19 22:30:00.000,NULL,NULL,NULL,"GMVM Arlington Asm, Arlington, TX",18008-EEE,18008-EEE
